timestamp_utc,plant_id,source_tag,temperature_c,pressure_kpa,airflow_m3_h,co2_in_ppm,co2_out_ppm,fan_power_kw,capture_rate_kg_h
2026-09-01T08:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.95,102.0,4593.05,418.32,234.6,33.84,1.654
2026-09-01T08:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.41,101.24,5030.92,423.21,235.05,33.98,1.855
2026-09-01T08:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.01,100.75,4751.4,415.9,254.0,32.72,1.508
2026-09-01T08:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.18,101.93,4685.15,418.19,243.21,36.35,1.607
2026-09-01T08:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.38,101.36,4783.0,415.41,253.65,33.36,1.517
2026-09-01T08:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.4,100.13,5034.14,419.58,223.46,35.32,1.935
2026-09-01T08:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.99,100.4,5368.46,424.78,230.54,35.44,2.044
2026-09-01T09:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.85,101.16,4684.36,414.23,221.98,34.87,1.765
2026-09-01T09:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.61,101.06,4574.08,428.11,267.41,32.9,1.441
2026-09-01T09:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.31,100.83,5493.92,415.84,230.19,35.64,1.999
2026-09-01T09:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.45,100.64,5022.57,423.81,248.24,37.16,1.728
2026-09-01T09:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.45,100.83,5121.03,427.63,237.76,37.69,1.906
2026-09-01T09:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.54,100.61,5160.43,416.77,255.32,32.45,1.633
2026-09-01T09:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.51,101.18,5093.81,419.99,254.87,36.24,1.649
2026-09-01T09:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.01,101.19,5187.38,435.17,239.88,35.75,1.986
2026-09-01T09:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.81,102.34,4925.14,426.07,240.83,37.45,1.788
2026-09-01T09:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.63,100.27,4665.92,420.38,233.36,35.42,1.71
2026-09-01T09:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.94,100.4,5188.68,429.79,230.25,35.0,2.029
2026-09-01T09:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.97,100.29,4539.86,423.37,253.08,33.5,1.515
2026-09-01T10:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.96,102.41,-20.0,426.8,228.31,38.0,2.076
2026-09-01T10:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.86,100.75,4540.23,431.15,251.34,35.91,1.6
2026-09-01T10:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.08,100.54,5085.33,428.23,248.73,32.55,1.789
2026-09-01T10:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.24,100.9,5170.13,433.59,258.86,36.16,1.771
2026-09-01T10:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.94,102.37,5313.57,426.2,249.12,33.89,1.844
2026-09-01T10:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.12,102.43,4904.18,425.35,225.94,35.95,1.917
2026-09-01T10:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.21,101.09,4687.58,421.68,233.76,35.75,1.727
2026-09-01T10:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.3,100.59,5049.22,435.26,255.15,36.19,1.783
2026-09-01T10:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.11,102.44,5108.87,418.74,257.18,35.31,1.618
2026-09-01T10:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.26,100.32,5492.26,434.91,253.92,32.7,1.948
2026-09-01T10:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.66,101.3,5216.6,425.21,256.26,37.01,1.727
2026-09-01T10:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.4,100.68,5051.27,422.21,227.07,35.05,1.932
2026-09-01T11:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.9,102.17,4776.25,431.96,254.21,37.61,1.664
2026-09-01T11:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.04,102.07,4782.84,420.17,240.04,37.99,1.689
2026-09-01T11:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.95,100.46,5038.58,421.28,242.16,35.26,1.769
2026-09-01T11:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.78,100.87,4688.65,429.74,246.16,33.4,1.687
2026-09-01T11:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.38,100.2,5244.71,429.93,235.97,34.32,1.994
2026-09-01T11:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.82,102.07,5480.82,424.89,266.11,35.01,1.706
2026-09-01T11:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.45,102.19,5374.19,423.57,244.57,34.74,1.885
2026-09-01T11:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.11,101.08,5154.78,416.7,242.96,37.82,1.755
2026-09-01T11:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.19,101.76,5149.84,433.44,236.12,37.16,1.992
2026-09-01T11:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.4,100.86,5218.72,431.23,234.05,32.22,2.017
2026-09-01T11:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.84,101.61,5420.93,436.94,242.64,34.6,2.064
2026-09-01T11:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.99,101.62,5372.58,423.65,237.5,37.42,1.96
2026-09-01T12:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.73,102.01,4793.37,422.0,259.71,35.19,1.525
2026-09-01T12:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.33,102.0,4669.98,414.9,225.25,35.72,1.736
2026-09-01T12:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.7,102.29,4643.12,424.07,256.39,33.53,1.526
2026-09-01T12:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.55,102.03,5401.21,429.26,263.65,34.65,1.753
2026-09-01T12:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.23,101.51,5138.94,423.18,256.02,37.07,1.684
2026-09-01T12:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.5,101.02,4983.21,418.69,239.83,35.45,1.747
2026-09-01T12:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.46,100.81,5477.94,428.8,258.37,35.4,1.83
2026-09-01T12:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.93,101.89,4549.04,427.55,248.12,37.42,1.6
2026-09-01T12:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.93,102.02,5107.06,421.46,238.69,35.73,1.829
2026-09-01T12:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.89,101.83,5159.18,433.12,245.65,37.42,1.896
2026-09-01T12:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.73,100.84,4940.82,426.91,237.69,32.54,1.832
2026-09-01T12:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.98,101.89,4675.64,416.17,239.74,37.83,1.617
2026-09-01T13:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.15,102.29,5330.47,419.17,229.51,34.89,1.982
2026-09-01T13:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.53,101.89,4838.72,415.76,221.9,32.84,1.839
2026-09-01T13:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,26.33,102.16,5224.22,436.52,232.78,36.83,2.086
2026-09-01T13:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.33,102.0,4513.92,425.88,248.93,36.04,1.565
2026-09-01T13:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.86,101.5,5322.42,435.57,269.69,33.4,1.73
2026-09-01T13:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.63,102.22,5061.41,434.97,264.4,32.38,1.692
2026-09-01T13:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.62,102.28,4802.19,422.8,260.45,37.68,1.528
2026-09-01T13:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.02,101.28,4597.19,434.29,267.71,34.72,1.501
2026-09-01T13:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.85,101.88,5445.97,423.06,235.12,32.93,2.006
2026-09-01T13:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.57,100.34,4989.35,422.79,226.13,32.2,1.923
2026-09-01T13:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.35,101.16,5450.56,433.53,268.82,36.11,1.76
2026-09-01T13:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.22,102.45,4858.67,422.56,258.19,32.73,1.565
2026-09-01T14:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.74,101.19,5162.77,428.4,244.31,32.13,1.863
2026-09-01T14:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.43,100.68,4625.92,426.55,265.8,36.59,1.457
2026-09-01T14:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.54,100.62,5369.7,420.89,258.95,37.4,1.704
2026-09-01T14:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.51,102.16,4644.69,416.12,251.73,33.05,1.497
2026-09-01T14:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.81,100.16,4514.86,431.96,261.86,33.94,1.505
2026-09-01T14:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.37,100.23,5241.72,425.63,236.41,34.86,1.944
2026-09-01T14:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.39,101.33,4609.05,425.09,227.62,32.26,1.784
2026-09-01T14:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.42,102.18,5021.45,423.99,226.24,32.36,1.946
2026-09-01T14:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.89,101.06,5186.1,424.77,228.96,32.44,1.99
2026-09-01T14:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,21.9,101.56,4565.68,419.6,237.78,35.29,1.627
2026-09-01T14:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.13,102.49,5030.56,423.89,241.39,32.6,1.799
2026-09-01T14:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.01,102.15,5150.92,431.46,240.72,33.29,1.926
2026-09-01T15:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.76,100.65,4838.93,423.88,249.41,32.57,1.655
2026-09-01T15:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.63,101.7,4874.3,416.66,224.04,32.4,1.84
2026-09-01T15:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.66,100.32,4596.56,430.73,236.4,35.34,1.751
2026-09-01T15:15:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.43,101.45,4829.65,415.93,247.33,35.99,1.596
2026-09-01T15:20:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.25,102.18,5221.06,436.24,248.64,34.11,1.92
2026-09-01T15:25:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.39,100.61,5156.74,418.38,259.05,37.07,1.61
2026-09-01T15:30:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,23.34,101.93,5074.1,432.37,235.85,37.85,1.954
2026-09-01T15:35:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.59,101.57,5142.7,413.63,222.16,36.98,1.93
2026-09-01T15:40:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,22.84,100.53,5202.7,420.42,250.58,32.04,1.732
2026-09-01T15:45:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.85,101.46,4900.78,416.4,235.97,32.18,1.733
2026-09-01T15:50:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.23,100.62,4919.83,421.18,249.76,36.33,1.653
2026-09-01T15:55:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.38,101.46,4584.96,414.26,254.46,35.71,1.436
2026-09-01T16:00:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.87,100.75,5161.94,424.66,248.76,33.64,1.78
2026-09-01T16:05:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,25.27,100.37,4929.91,419.8,235.99,34.92,1.776
2026-09-01T16:10:00+00:00,DAC-DEMO-01,OPCUA_SIMULATOR,24.84,100.21,4895.26,427.38,268.92,33.81,1.52
